"obs","time...2","elapsed","date","hhmmss...5","averaging","Leaf_position","Scientist","Site","Species","Tree_Identifier","Leaf_number","Data_point","TIME...14","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","aVc","Edyn","Hr","Hs","dHs.dt","aVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME...64","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","X.U.0394.Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","X.U.0394.CO2","CO2_s_d","CO2_r_d","X.U.0394.H2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time...110","hhmmss...111","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_.","Flow_.","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","Data_QC","fourlettercode","SciName","k67.id","unique"
804,1660237904,7908.6,"20220811 13:11:43","13:11:43",1,2,"Charlie","walkup_tower","tbd","tree9",2,"Traditional",1660237903,0.001093437,1.093436876,16.30587444,1178.88,662.6535849,65.89701223,117.2327013,0.054132421,2.917632864,0.05358059,0.03353698,321.528768,32.63050211,31.573,4.660883835,59.93789495,2.706670453,4.515791646,1.954213382,-48.22056623,-87.43266085,-6.748999463,179.1265415,16.3703477,1.096639488,16.30587444,1231.975382,1211.885576,0.001383406,66.16984884,1.093436876,25.93752458,27.21369515,-1.61e-05,80.81392396,0,0,1,0,51825.29625,2000.08,1681.2672,0.840599976,0.160757954,6,0.5,"0: Broadleaf",2,TRUE,1660237903,1178.88,1200.07,27.218,25.9382,1176.595,27.196,500.1365,99.344,0.1001345,31.01715,31.573,999.9,0,0,9997.81,0,31.67845,-21.16895,1211.88,1232.025,1.27556,1200.07,25.9382,2.70352,2.5768,22.3065,21.5199,2000.08,0.980002,0.0199983,0,2.4715,0,22506.55,17413,43.062,43.937,43,42.375,42.937,1960.08,40,0,1660237902,0,1660237928,"13:12:07",1660237928,1660237924,35,-0.038,0.001,2.285,0.022,1200,26,0.24,0.07,5,6,"6-May",2.94246,2.80127,0.184468,0.186547,0.117527,0.113708,16706.7,17474.1,23826.7,25003.1,33660.7,35387.9,43445.2,46219.9,1.95907,1.8329,0.124797,0,29.5474,999.9,52.2,38,"34.981",63.5671,22.3438,1,0.414291,1.71721,20.314,5.22043,11.9072,5.0048,3.29125,"9999","9999","9999","999.9","1.85967",1.85471,1.85789,1.85638,1.85507,1.85471,1.85349,1.85651,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.285,0.022,0.257440612,0.002931838,-1.38e-06,3.07e-10,-0.058689054,0.010038433,-0.000315327,1.82e-06,1,2112,3,29,4.4,4.4,2.50732,2.32422,1.4978,2.30225,1.54785,2.41943,40.835,12.5034,18,500.904,483.593,27.3934,32.2841,30.0001,32.1605,32.2646,50.2074,26.9511,0,27.3901,1200,25.9049,100.461,100.171,"OK","APCO","Aparisthmium cordatum","K67-WT-17","K6717L2"
805,1660238100,8104.6,"20220811 13:14:59","13:14:59",1,2,"Charlie","walkup_tower","tbd","tree9",2,"Traditional",1660238099,0.001062793,1.062793289,18.09421386,1476.614667,883.7085113,87.87508212,146.8330716,0.052661183,2.918179618,0.052138881,0.032633295,321.502121,32.6213092,31.5476,4.6541663,59.89581135,2.70218827,4.511481202,1.951978031,-46.86918404,-86.08818505,-6.642592677,181.9021592,18.05292804,1.062447818,18.09421386,1539.963972,1517.680182,-6.41e-05,66.16560877,1.062793289,25.9336019,27.17403758,-2.08e-05,80.8188507,0,0,1,0,51843.57357,1999.916667,1681.1297,0.840599875,0.160757759,6,0.5,"0: Broadleaf",2,TRUE,1660238099,1476.614667,1500.153333,27.17433333,25.93443333,1473.906667,27.15533333,500.158,99.33896667,0.100023667,31.0004,31.5476,999.9,0,0,10001.44,0,29.4158,-23.71463333,1517.683333,1540.093333,1.239393333,1500.153333,25.93443333,2.69942,2.5763,22.2816,21.51673333,1999.916667,0.980003,0.0199973,0,2.765333333,0,22204.83333,17411.63333,43.187,44.125,43.125,42.5,43.125,1959.926667,39.99,0,1660238098,0,1660238138,"13:15:38",1660238138,1660238122,36,0.152,-0.003,2.708,0.019,1500,26,0.25,0.07,4,6,"6-Apr",2.94229,2.80129,0.211568,0.21364,0.117403,0.113692,16150.2,16890.3,23826.2,25002,33666.4,35387.6,43445,46217.1,1.95923,1.8335,0.118524,0,29.6314,999.9,52.1,38,"34.9139",63.5571,21.8349,1,0.416034,1.39194,20.3174,5.21999,11.9057,5.0046,3.29135,"9999","9999","9999","999.9","1.85967",1.85471,1.85787,1.85637,1.85503,1.85469,1.85349,1.8565,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.708,0.019,0.219129837,0.002931838,-1.38e-06,3.07e-10,-0.058029343,0.010038433,-0.000315327,1.82e-06,1,2112,3,29,2.9,2.9,3.01025,2.32666,1.4978,2.30225,1.54785,2.40356,40.8093,12.3021,18,500.962,483.944,27.1971,32.3073,29.9994,32.1563,32.2589,60.2676,26.5653,0,27.2118,1500,26.0076,100.46,100.165,"OK","APCO","Aparisthmium cordatum","K67-WT-17","K6717L2"
806,1660238386,8390.6,"20220811 13:19:45","13:19:45",1,2,"Charlie","walkup_tower","tbd","tree9",2,"Traditional",1660238385,0.000791046,0.791046206,17.3803711,1777.019,1013.571406,100.7785063,176.6874238,0.03898445,2.915781959,0.038697183,0.024211372,321.501057,32.68962986,31.60155,4.668444526,60.11151005,2.71134741,4.510529528,1.957097116,-34.88513767,-95.07978101,-7.344240257,184.1918981,17.66831381,0.7989911,17.3803711,1848.783969,1827.364909,0.000562602,66.11136255,0.791046206,26.33739841,27.26054242,6.64e-06,80.88199677,0,0,1,0,51775.90779,1999.91,1681.1241,0.840599877,0.160757763,6,0.5,"0: Broadleaf",2,TRUE,1660238385,1777.019,1799.92,27.26915,26.3367,1774.58,27.24515,500.104,99.329,0.1001135,30.9967,31.60155,999.9,0,0,9988.75,0,54.48925,-22.38065,1827.355,1848.61,0.923727,1799.92,26.3367,2.707755,2.616,22.33225,21.76675,1999.91,0.980002,0.0199983,0,2.383,0,22250.8,17411.5,43.25,44.187,43.187,42.5,43.125,1959.92,39.99,0,1660238384,0,1660238424,"13:20:24",1660238424,1660238406,37,-0.543,0.006,2.439,0.024,1800,26,0.18,0.09,4,6,"6-Apr",2.94215,2.80124,0.235799,0.2376,0.117634,0.114889,15649.2,16370,23821.7,24996.1,33652.6,35333.8,43437.5,46207.9,1.9571,1.8338,0.123493,0,29.597,999.9,52.3,38,"35.0538",63.4872,21.8309,1,0.427012,1.72093,20.3127,5.21999,11.9056,5.005,3.29113,"9999","9999","9999","999.9","1.85968",1.85471,1.85788,1.85637,1.85503,1.85471,1.85349,1.85653,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.439,0.024,0.371544511,0.002931838,-1.38e-06,3.07e-10,-0.060918726,0.010038433,-0.000315327,1.82e-06,1,2112,3,29,4.1,4.4,3.48999,2.30713,1.4978,2.30103,1.54785,2.45728,40.5275,15.9883,18,500.349,484.81,27.3269,32.4283,30.0001,32.2488,32.3474,69.8802,25.3132,0,27.3282,1800,26.3193,100.442,100.144,"OK","APCO","Aparisthmium cordatum","K67-WT-17","K6717L2"
807,1660238613,8617.6,"20220811 13:23:32","13:23:32",1,2,"Charlie","walkup_tower","tbd","tree9",2,"Traditional",1660238612,0.000800981,0.800981011,18.76176295,1975.625,1156.913528,115.0190882,196.4144947,0.039368749,2.916482361,0.039075883,0.024448558,321.517815,32.68926109,31.60875,4.670352936,60.03044194,2.708076808,4.511172532,1.962276128,-35.3232626,-95.84161717,-7.401662847,182.9512724,18.69128023,0.802270516,18.76176295,2053.929072,2030.980424,-0.032262438,66.09209822,0.800981011,26.3036826,27.23846182,-5.27e-06,80.90493238,0,0,1,0,51795.15343,2000.015,1681.2123,0.840599846,0.160757702,6,0.5,"0: Broadleaf",2,TRUE,1660238612,1975.625,1999.95,27.23905,26.3028,1973.04,27.21705,500.134,99.31895,0.0999654,30.9992,31.60875,999.9,0,0,9993.76,0,52.7102,-24.2943,2030.98,2053.98,0.9355425,1999.95,26.3028,2.70528,2.61236,22.3172,21.744,2000.015,0.9800035,0.0199968,0,2.185,0,22073.05,17412.45,43.187,44.25,43.187,42.562,43.125,1960.025,39.99,0,1660238611,0,1660238648,"13:24:07",1660238648,1660238637,38,-0.061,-0.002,2.585,0.022,2000,26,0.24,0.1,3,6,"6-Mar",2.94216,2.80115,0.250371,0.252173,0.117526,0.114764,15348.8,16054.8,23819.9,24993.9,33655.1,35336.1,43434.8,46203.4,1.95712,1.8346,0.120252,0,29.6506,999.9,52.4,37.9,"34.9372",63.6472,22.488,1,0.429522,1.82063,20.3119,5.21894,11.9075,5.005,3.2912,"9999","9999","9999","999.9","1.85971",1.85471,1.85791,1.85637,1.8551,1.85471,1.85349,1.85654,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.585,0.022,-0.170700421,0.002931838,-1.38e-06,3.07e-10,-0.055041164,0.010038433,-0.000315327,1.82e-06,1,2112,3,29,3.1,3.5,3.79639,2.3291,1.4978,2.30103,1.54785,2.28027,40.2982,15.927,18,500.646,485.654,27.2148,32.4591,30.0002,32.2876,32.3893,75.9885,25.4949,0,27.2117,2000,26.287,100.435,100.134,"OK","APCO","Aparisthmium cordatum","K67-WT-17","K6717L2"
395,1660312648,1681.4,"20220812 09:57:28","9:57:28",1,4,"Emmy","walkup_tower","tbd","Tree10",1,"Traditional",1660312640,0.001132699,1.132698626,0.492851744,99.3686129,81.69864358,8.14843055,9.910791729,0.054389801,2.922559667,0.053833667,0.033695534,321.5179564,32.58409585,31.82028065,4.726724575,60.04639123,2.70637239,4.50713579,2.020352186,-49.95200942,-131.844026,-10.17070676,129.5512142,0.414580552,1.131623654,0.492851744,102.6702388,102.0622667,0.000204518,65.38445951,1.132698626,25.81424688,27.13616121,8.98e-06,81.89653897,112,22,1,0,51977.35302,2000.012258,1681.210297,0.840599996,0.160757993,6,0.5,"0: Broadleaf",2,TRUE,1660312640,99.3686129,100.0008645,27.1349129,25.81419355,98.5586129,27.1149129,500.1443226,99.63763548,0.100012445,30.9835,31.82028065,999.9,0,0,9996.430645,0,14.77116129,-0.708249452,102.0617419,102.6506129,1.31852871,100.0008645,25.81419355,2.703440323,2.572065484,22.30604839,21.48984839,2000.012258,0.98000171,0.019998581,0,2.481032258,0,21536.02903,17412.42903,40.187,41.125,40.12093548,39.7256129,40.375,1960.012258,40,0,1660312646,0,1660312675,"9:57:54",1660312675,1660312667,4,0.074,-0.001,0.81,0.02,100,26,0.4,0.09,6,6,"6-Jun",2.94466,2.80106,0.0261375,0.0264083,0.118308,0.114346,20037.5,21007.5,23916,25098.3,33739.2,35483.4,43588.8,46392.5,1.74437,1.90683,0.163633,0,29.1527,999.9,66.2,32.7,"33.0058",63.9075,23.4976,1,0.212254,0.124959,20.325,5.22118,11.9042,5.0049,3.29105,"9999","9999","9999","999.9","1.85944",1.8544,1.8576,1.85608,1.85486,1.85455,1.85316,1.85634,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,0.81,0.02,0.471694672,0.002771638,-1.15e-06,2.06e-10,-0.065151437,0.010669932,-0.000345289,2.38e-06,1,2115,2,30,4.9,4.9,0.377197,2.37061,1.4978,2.29858,1.54785,2.32788,36.152,15.1215,18,369.845,512.733,28.8459,29.867,30.0001,29.6644,29.7381,7.58199,23.8291,53.9662,28.8552,100,25.7809,100.808,100.547,"OK","VICA","Vismia cayennensis","K67-WT-13","K6713L1"
396,1660312869,1902.4,"20220812 10:01:09","10:01:09",1,4,"Emmy","walkup_tower","tbd","Tree10",1,"Traditional",1660312861,0.001202694,1.202694034,-0.369767789,50.36837,58.87189944,5.871720149,5.023601681,0.057751439,2.923325386,0.057125025,0.035758855,321.5179684,32.5906995,31.84398,4.73307706,60.07611135,2.711606926,4.513619249,2.021470134,-53.03880692,-131.6404883,-10.15479247,126.6838807,-0.366908564,1.20603559,-0.369767789,51.28960159,51.74535818,-8.21e-05,65.46689866,1.202694034,25.77918088,27.18281394,-5.07e-06,81.83741862,111,22,1,0,51994.82505,2000.012333,1681.21036,0.840599996,0.160757993,6,0.5,"0: Broadleaf",2,TRUE,1660312861,50.36837,50.00108,27.18751,25.78001667,49.65737,27.16551,500.1429667,99.63724667,0.099982883,31.00871,31.84398,999.9,0,0,10000.83933,0,14.05804,0.3369721,51.74457,51.32422333,1.401935333,50.00108,25.78001667,2.708335,2.56865,22.33576667,21.46814667,2000.012333,0.9800005,0.01999975,0,2.636666667,0,21149.88,17412.44333,40.00413333,41,40,39.5,40.187,1960.012333,40,0,1660312867,0,1660312900,"10:01:40",1660312900,1660312897,5,0.031,0.002,0.711,0.022,50,26,0.37,0.12,6,6,"6-Jun",2.94467,2.80114,0.0134128,0.0134575,0.118448,0.114199,20300.6,21287.8,23917.7,25099.5,33735.9,35489.9,43592.1,46394,1.74553,1.90555,0.162736,0,29.1977,999.9,66.1,32.8,"33.1378",63.9476,22.5401,1,0.21186,0.229169,20.3249,5.22193,11.9066,5.00535,3.29105,"9999","9999","9999","999.9","1.85944",1.8544,1.8576,1.85607,1.85486,1.85455,1.85317,1.85634,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,0.711,0.022,0.545854151,0.002771638,-1.15e-06,2.06e-10,-0.066378032,0.010669932,-0.000345289,2.38e-06,1,2115,2,30,3.2,3.4,0.264893,2.37305,1.4978,2.29858,1.54785,2.4292,36.2224,15.0777,18,370.499,512.083,28.7916,29.867,30.0001,29.6847,29.7635,5.34681,24.2611,50.9632,28.7876,50,25.7336,100.816,100.551,"OK","VICA","Vismia cayennensis","K67-WT-13","K6713L1"
397,1660313153,2186.4,"20220812 10:05:53","10:05:53",1,4,"Emmy","walkup_tower","tbd","Tree10",1,"Traditional",1660313145,0.001294747,1.294746657,5.153410505,392.9234516,249.0438305,24.84021864,39.19111117,0.062559433,2.923685489,0.06182518,0.038705989,321.516873,32.56173174,31.78535806,4.717377294,59.97518749,2.706300363,4.512366657,2.011076931,-57.09832757,-123.1839259,-9.498305709,131.7363138,5.380861889,1.301243003,5.153410505,410.391307,404.0417818,0.000909831,65.46132454,1.294746657,25.61495772,27.12611152,-5.9e-06,81.84675798,111,22,1,0,52006.01714,2000.005484,1681.204605,0.840599998,0.160757996,6,0.5,"0: Broadleaf",2,TRUE,1660313145,392.9234516,399.992,27.13290968,25.61422258,391.5884516,27.11090968,500.1437742,99.6424129,0.099944061,31.00384194,31.78535806,999.9,0,0,10002.37613,0,19.68711935,-6.904895484,404.0489355,410.506871,1.51568,399.992,25.61422258,2.703289355,2.552262258,22.30511935,21.36366774,2000.005484,0.98000229,0.019998019,0,2.95483871,0,20541.30968,17412.37742,40.125,40.96951613,40,39.58232258,40.276,1960.007419,40,0,1660313151,0,1660313179,"10:06:19",1660313170,1660313179,6,-0.178,-0.001,1.335,0.022,400,26,0.33,0.06,3,6,"6-Mar",2.94459,2.80129,0.087235,0.0884926,0.118267,0.113689,18781,19668.5,23916.5,25098.9,33744.3,35512.6,43590.1,46392.5,1.74622,1.90513,0.160024,0,29.1641,999.9,65.5,32.9,"33.0245",63.5676,23.5857,1,0.213117,0.114442,20.325,5.22148,11.906,5.0051,3.29103,"9999","9999","9999","999.9","1.85932",1.85431,1.85756,1.85595,1.85473,1.85442,1.85303,1.85623,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,1.335,0.022,0.576830716,0.002771638,-1.15e-06,2.06e-10,-0.06397572,0.010669932,-0.000345289,2.38e-06,1,2115,2,30,4.2,4.3,1.02295,2.34497,1.4978,2.29858,1.54785,2.3999,36.2929,15.0164,18,370.94,511.967,29.0205,29.8804,30.0001,29.705,29.7839,20.5034,24.4968,46.8431,29.0384,400,25.6707,100.811,100.548,"OK","VICA","Vismia cayennensis","K67-WT-13","K6713L1"
398,1660313344,2377.5,"20220812 10:09:04","10:09:04",1,4,"Emmy","walkup_tower","tbd","Tree10",1,"Traditional",1660313336,0.001299568,1.299568376,7.987502868,589.8584839,367.6722807,36.67399123,58.83626805,0.062631074,2.923863275,0.061895193,0.038749891,321.5134505,32.58019429,31.79175806,4.719089095,59.82769612,2.70270114,4.517474875,2.016387955,-57.31096538,-121.0720381,-9.336104191,133.7943428,7.685382894,1.309176746,7.987502868,615.740175,606.1071273,-0.038920851,65.47115061,1.299568376,25.57032278,27.08720606,-9.11e-06,81.8300653,111,22,1,0,52007.77088,1999.987419,1681.189152,0.840599864,0.160757737,6,0.5,"0: Broadleaf",2,TRUE,1660313336,589.8584839,600.0048387,27.09572258,25.56769677,588.0914839,27.07372258,500.1369677,99.64654516,0.099868026,31.0236871,31.79175806,999.9,0,0,10002.97613,0,19.53789355,-10.23879032,606.1888065,615.748,1.524256774,600.0048387,25.56769677,2.699619677,2.547732581,22.28279677,21.33469032,1999.987419,0.980004226,0.019996148,0,2.576290323,0,20150.84194,17412.23226,40.312,41.179,40.187,39.756,40.437,1959.996774,39.99064516,0,1660313342,0,1660313370,"10:09:30",1660313364,1660313370,7,0.075,0,1.767,0.022,600,26,0.17,0.06,5,6,"6-May",2.94463,2.80152,0.117635,0.119132,0.11814,0.11351,18152.3,19004.3,23912.7,25095.3,33745,35516.1,43583.4,46385.7,1.74575,1.9036,0.157863,0,29.2311,999.9,65.1,33,"33.007",63.4167,22.5481,1,0.22111,0.387119,20.3241,5.22238,11.9065,5.00535,3.29105,"9999","9999","9999","999.9","1.85944",1.8544,1.8576,1.85604,1.85484,1.85446,1.85312,1.85625,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,1.767,0.022,0.399110645,0.002771638,-1.15e-06,2.06e-10,-0.064830665,0.010669932,-0.000345289,2.38e-06,1,2115,2,30,2.9,2.8,1.41846,2.31934,1.4978,2.29858,1.54785,2.4646,36.34,14.9814,18,371.05,511.48,28.8637,29.9591,30.0004,29.7688,29.8489,28.3961,24.604,43.8259,28.8397,600,25.5653,100.795,100.533,"OK","VICA","Vismia cayennensis","K67-WT-13","K6713L1"
399,1660313519,2552.5,"20220812 10:11:59","10:11:59",1,4,"Emmy","walkup_tower","tbd","Tree10",1,"Traditional",1660313511,0.001244812,1.244811504,9.406946726,787.758129,515.6279575,51.43387175,78.57884739,0.060670992,2.922689769,0.059979903,0.037548875,321.516628,32.53912881,31.7375,4.704593878,60.21110517,2.711356624,4.503083969,1.993237253,-54.89618733,-121.291311,-9.351687456,135.9774422,9.225393469,1.245145207,9.406946726,821.1245358,809.5545515,-0.002537808,65.46405247,1.244811504,25.72708064,27.17974909,1.29e-05,81.84192412,109,22,1,0,51984.01326,2000.007097,1681.2057,0.840599867,0.160757744,6,0.5,"0: Broadleaf",2,TRUE,1660313511,787.758129,800.0020968,27.18152903,25.72839032,785.486129,27.16052903,500.1450645,99.64989355,0.100073468,30.96772903,31.7375,999.9,0,0,9995.943226,0,22.92387742,-12.4718,809.5319677,821.1284194,1.450000968,800.0020968,25.72839032,2.708323871,2.563831935,22.33570645,21.43749677,2000.007097,0.980003548,0.019996803,0,2.979290323,0,19828.46774,17412.40968,40.31606452,41.25,40.25,39.774,40.49187097,1960.016129,39.99129032,0,1660313517,0,1660313554,"10:12:34",1660313554,1660313542,8,0.211,0,2.272,0.021,800,26,0.42,0.06,4,6,"6-Apr",2.9445,2.80109,0.143401,0.144954,0.118399,0.113993,17619.5,18443.8,23909.7,25091.4,33732.4,35493,43578.7,46379.4,1.74797,1.90252,0.155363,0,29.2014,999.9,64.9,33.1,"33.0887",63.8568,23.2412,1,0.226903,0.0560784,20.3248,5.21894,11.9072,5.00535,3.29105,"9999","9999","9999","999.9","1.85944",1.8544,1.8576,1.85608,1.85485,1.85455,1.85311,1.85635,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.272,0.021,0.474636411,0.002771638,-1.15e-06,2.06e-10,-0.064959392,0.010669932,-0.000345289,2.38e-06,1,2115,2,30,2.6,2.5,1.79199,2.33032,1.4978,2.29858,1.54785,2.2937,36.3871,14.9376,18,372.531,511.385,28.9411,30.0456,30.0001,29.8479,29.9243,35.8969,24.2244,41.5625,28.9589,800,25.6857,100.784,100.519,"OK","VICA","Vismia cayennensis","K67-WT-13","K6713L1"
400,1660313728,2761.5,"20220812 10:15:28","10:15:28",1,4,"Emmy","walkup_tower","tbd","Tree10",1,"Traditional",1660313720,0.001214294,1.214294056,10.05729,986.3659032,681.845486,68.01068489,98.38507698,0.058719683,2.923229939,0.058072194,0.036352701,321.5176348,32.57936265,31.7761,4.714902006,59.99872088,2.706820559,4.511463777,2.008081447,-53.55036787,-122.2588026,-9.427848163,136.2806162,10.18062098,1.217227197,10.05729,1026.315669,1013.925879,0.001166114,65.39697675,1.214294056,25.71821514,27.13543939,-2.42e-06,81.87416789,108,22,1,0,51993.70736,2000.013871,1681.211352,0.840599846,0.160757703,6,0.5,"0: Broadleaf",2,TRUE,1660313720,986.3659032,1000.019516,27.13740323,25.71677419,983.9349032,27.11840323,500.1424516,99.64502581,0.09998429,31.00033226,31.7761,999.9,0,0,9999.513871,0,19.05465484,-13.58535484,1013.947742,1026.414194,1.419492258,1000.019516,25.71677419,2.703993871,2.562548065,22.30940645,21.42931613,2000.013871,0.980004903,0.019995494,0,2.772612903,0,19491.92903,17412.45806,40.375,41.312,40.312,39.875,40.504,1960.023871,39.99,0,1660313726,0,1660313750,"10:15:50",1660313749,1660313750,9,-0.083,-0.002,2.431,0.019,1000,26,0.29,0.09,3,6,"6-Mar",2.94447,2.80139,0.166071,0.167608,0.11825,0.113977,17152.1,17954.5,23908.5,25091,33737.5,35494.4,43576.7,46379,1.7497,1.90185,0.160344,0,29.1784,999.9,64.7,33.1,"32.9888",63.2968,22.484,1,0.230389,0.316697,20.3244,5.22133,11.9071,5.0054,3.291,"9999","9999","9999","999.9","1.85944",1.8544,1.8576,1.85608,1.85485,1.8545,1.85315,1.85631,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.431,0.019,0.685268984,0.002771638,-1.15e-06,2.06e-10,-0.065076235,0.010669932,-0.000345289,2.38e-06,1,2115,2,30,2.9,3.1,2.1521,2.30469,1.4978,2.29858,1.54785,2.45972,36.4578,14.9026,18,373.595,511.336,28.8117,30.0796,30.0004,29.8927,29.9731,43.0737,24.2807,38.9461,28.8043,1000,25.6727,100.779,100.518,"OK","VICA","Vismia cayennensis","K67-WT-13","K6713L1"
401,1660313938,2971,"20220812 10:18:57","10:18:57",1,4,"Emmy","walkup_tower","tbd","Tree10",1,"Traditional",1660313930,0.001152434,1.152434127,10.98853845,1185.305,830.1506995,82.80285051,118.227489,0.055227832,2.923021933,0.054654616,0.03421014,321.5142163,32.60630875,31.82349,4.727584391,59.87130656,2.702735694,4.514242047,2.024848697,-50.82234501,-128.0165292,-9.875383891,132.7999582,10.86743522,1.16397012,10.98853845,1231.622411,1218.298,-0.040049279,65.39475492,1.152434127,25.73883066,27.08400606,-1.43e-05,81.87840234,108,22,1,0,51985.92724,1999.992333,1681.19327,0.840599857,0.160757724,6,0.5,"0: Broadleaf",2,TRUE,1660313930,1185.305,1199.997333,27.09662667,25.73809667,1182.765,27.07462667,500.1422667,99.64438,0.099980347,31.01113,31.82349,999.9,0,0,9998.391667,0,19.85978333,-14.61563,1218.388667,1231.700333,1.352457333,1199.997333,25.73809667,2.699421,2.564655667,22.2816,21.44274,1999.992333,0.9800047,0.01999569,0,2.9642,0,19177.39,17412.27,40.375,41.312,40.25,39.8708,40.5,1960.002333,39.99033333,0,1660313936,0,1660313964,"10:19:23",1660313963,1660313964,10,-0.092,0.003,2.54,0.022,1200,26,0.21,0.08,5,6,"6-May",2.94424,2.80137,0.186438,0.187935,0.11808,0.114018,16730,17513.1,23904.8,25087.5,33739.8,35489.3,43570.5,46373.1,1.74857,1.9006,0.154853,0,29.3017,999.9,64.4,33.2,"33.0187",63.7568,23.1731,1,0.236319,0.451206,20.3234,5.22043,11.9062,5.0051,3.291,"9999","9999","9999","999.9","1.85944",1.8544,1.8576,1.85608,1.85486,1.85454,1.85317,1.85637,0,0,0,0,0,"iiiiiiii","off","off","off","off",0,100,100,2.54,0.022,0.602426759,0.002771638,-1.15e-06,2.06e-10,-0.067134245,0.010669932,-0.000345289,2.38e-06,1,2115,2,30,3.1,3.1,2.49878,2.32056,1.4978,2.29858,1.54785,2.27661,36.5287,14.8588,18,373.418,511.06,28.647,30.1541,30.0003,29.961,30.0414,50.0305,24.3225,35.9488,28.6433,1200,25.78,100.764,100.505,"OK","VICA","Vismia cayennensis","K67-WT-13","K6713L1"
